Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
162192.0,-0.328963470204866,1.06991372963024,-1.17761556775025,-1.39002522300656,1.57303174827523,-0.722035117100858,1.5348102008133,-0.191917430792152,-0.402820964317399,-0.0091731332558356,0.385616469858739,0.239875802491932,-0.581680826634102,0.877295010764269,-0.698811773397205,-0.368514677679288,-0.776709874500014,0.233656933501401,0.238081153019224,0.0930391608745809,0.23605388441615,0.869853640224229,-0.236663974574053,0.261599620016842,-0.226732624515219,0.0738912804010001,0.491518588149853,0.335430989114917,20.0,0
61316.0,1.32456574242238,-0.573574350371176,0.301133286326488,-0.554045219421039,-1.14455216729077,-1.11269324090765,-0.356135686007194,-0.223481157483075,-0.814105990411059,0.679710967025507,-0.570905975619703,-0.506770045067759,-0.416425241689688,0.297431521231775,0.999012525279766,-1.18093977551676,-0.0024302731627896,0.798340463511926,-0.683169269155011,-0.446692873854848,-0.580378330616431,-1.34916787614929,0.173841280526796,0.365244707600882,0.0077888875899139,0.804079883983221,-0.0723678034558823,0.0158621908810479,44.95,0
79537.0,-0.268992307778135,1.18943429876284,1.69404221314194,1.88908875953315,0.595605415187553,0.409268080137172,0.629258239391522,0.0690310472290259,-0.946909822211667,0.0682398219539464,-1.59426780513028,0.202640185497847,1.10569424127123,-0.498228909193833,-0.908798773587664,0.376044016019649,-0.593616524569709,-0.382838795524428,-0.132838094278981,-0.0274677264669761,-0.262243110449144,-0.621263816432934,-0.186591497299905,-0.463225485649777,0.0860802404293343,-0.171325885285006,0.0423218748050399,0.025788406354281,0.0,0
136767.0,1.88701548386153,-0.0232582755876593,-2.48490999983391,0.871633245863289,1.32278578416776,-0.114003448414295,0.844374311127863,-0.298110858169618,-0.46916404941133,0.465211827844213,0.122861054613755,0.835588323728402,0.690928820174213,0.824076731430043,-0.460011306871422,0.0932413932829543,-1.12107666544372,0.384036521088147,0.262360922202268,0.0670720336152106,0.177637505164815,0.328371854315977,-0.227059980730314,-0.275019778986907,0.579418651785192,-0.489052023319894,-0.0596467071310958,-0.0552869676834611,120.4,0
156964.0,-1.10029129287128,0.940354883089921,-0.460442662282189,-1.56682038683602,1.09220325887846,-1.08816336207957,1.64015486936268,0.0596705148031859,-1.25014373403028,-1.20929269637734,0.278032683718331,1.11313872792676,0.635424083958723,0.732583411809277,-2.20471704906951,0.148084955736512,-0.823888015153284,-0.23218433620918,-0.696511217948723,-0.102838870784226,0.288693619495171,0.568814594858079,-0.380430200987434,-0.238178529193589,0.768274192794665,0.649877384692884,-0.192493748952247,-0.0210207260228456,75.19,0
145575.0,1.75718417816569,-0.769962484815387,0.612199040593773,1.4939100481221,-1.1059910002503,0.9314333679247,-1.33563825636156,0.455853628150045,1.7345807961704,0.0935266190837716,-0.0626380750821467,1.25857079865506,0.102431486724909,-0.719575276456367,-1.20440806986896,0.420377682662883,-0.711041411055148,0.876726611131922,-0.125641073762784,-0.155130146763821,0.238224540052106,0.995380942943899,0.0689476513677803,-0.383481572071902,-0.218965237366493,-0.520970307359557,0.110262999228972,-0.023393575864263,49.98,0
158201.0,-0.106580594687657,0.369535917346234,-0.563909835837623,-0.365427804132901,0.878816596043364,-0.807693913914073,0.506441054583106,-0.178545479351815,0.184974443054567,0.325370977483032,0.255627324340804,0.256841403109785,-0.973558054069402,0.536812574994195,-0.869798976953822,-0.062676860968445,-0.607038161401307,-0.0324494008525932,0.727366863335992,-0.387291522491183,0.0064340325640035,0.0328527348733921,0.349412270250936,-0.408872600100242,-2.34911427255263,-0.111916091125809,-0.0717953838611922,0.407809013613199,1.98,0
57182.0,-1.59772947288971,1.7965327420794,2.13205552106624,1.88748611472459,0.253358876773955,0.420881965181285,0.708019718786464,-0.476199398308772,-0.595679121790573,1.54762133024293,-0.779955207073264,-0.258908513366345,1.25665455063927,-0.823473557148302,1.03106736362252,0.442945381085607,-0.909208372713984,0.262920124385159,-0.081114288942566,0.0738214550014257,0.160792178818403,0.49635898232772,-0.438923724057842,-0.11144051480092,0.195795214519636,0.0450376437520222,-1.62624060722273,-0.637957739310346,15.21,0
120664.0,-1.1296330359597,-0.597348987257702,1.78146510115143,-2.52599231945449,0.599293777007755,0.160723554722854,0.0208971668872724,0.12253083536867,-0.998811839056566,0.0957814004763394,0.550723572886954,-0.216312418073329,0.35289296884423,-0.704699696022566,-0.925951176225298,1.61324013530933,-0.589589877179946,-0.868804477405819,0.43974929817364,0.595265623273455,-0.0425402099131645,-0.286700770263264,-0.083079398628928,0.185448083812681,0.505805126280199,-0.479376854822116,0.0572943701098282,-0.098855719476151,65.0,0
140228.0,-1.50812832575508,2.0207512324466,-0.655070377504027,0.797395371119701,0.505540627891767,-0.878763010923437,1.28064945561775,-0.178905459339055,0.13375339581813,1.25096812361643,-1.06994005159156,-0.10123200764709,-0.386246618724747,0.30299075029416,-0.223332034410863,-1.24742363701567,0.212953352111047,-0.412163855735851,0.684457369461954,0.255233393154256,0.0298784585984131,0.605150950409021,-0.198022813837513,-0.010340844099065,0.15357469125096,-0.422279532302658,0.0585345426622311,0.204110578825026,24.99,0
